[-3314.0, -458.0, -1337.0, -2226.0, -1075.0, -1220.0, -2501.0, -1225.0, -2325.0, -1375.0, -2461.0, -2014.0, -4539.0, -2359.0, -2456.0, -1283.0]
[-498.0, -458.0, -919.0, -1290.0, -1846.0, -1216.0, -1235.0, -1273.0, -1505.0, -2061.0, -1075.0, -1528.0, -630.0, -1219.0, -1237.0, -1142.0]
[-334.0, -458.0, -1121.0, -1057.0, -1165.0, -1118.0, -498.0, -2370.0, -1181.0, -1610.0, -508.0, -1407.0, -2078.0, -1207.0, -479.0, -630.0]
[-335.0, -334.0, -381.0, -1739.0, -619.0, -465.0, -1387.0, -479.0, -672.0, -596.0, -489.0, -887.0, -498.0, -458.0, -479.0, -499.0]
[-323.0, -333.0, -334.0, -386.0, -1460.0, -343.0, -387.0, -345.0, -371.0, -335.0, -2172.0, -1414.0, -479.0, -1045.0, -338.0, -499.0]
[-175.0, -323.0, -343.0, -1355.0, -344.0, -439.0, -340.0, -327.0, -1056.0, -333.0, -327.0, -340.0, -330.0, -1283.0, -333.0, -489.0]
[-166.0, -175.0, -330.0, -1118.0, -375.0, -377.0, -323.0, -340.0, -336.0, -217.0, -388.0, -343.0, -184.0, -340.0, -343.0, -1247.0]
[-165.0, -166.0, -392.0, -307.0, -360.0, -307.0, -318.0, -1078.0, -330.0, -194.0, -331.0, -327.0, -175.0, -887.0, -183.0, -187.0]
[-166.0, -165.0, -176.0, -241.0, -207.0, -1276.0, -330.0, -2451.0, -2209.0, -1979.0, -1332.0, -1778.0, -1269.0, -1207.0, -327.0, -179.0]
[-166.0, -165.0, -332.0, -186.0, -175.0, -902.0, -487.0, -620.0, -1070.0, -1909.0, -1148.0, -399.0, -189.0, -1312.0, -1184.0, -373.0]
[-166.0, -165.0, -2303.0, -355.0, -2116.0, -1873.0, -1926.0, -176.0, -398.0, -176.0, -1433.0, -336.0, -326.0, -1322.0, -342.0, -1325.0]
[-164.0, -165.0, -1144.0, -176.0, -166.0, -2134.0, -471.0, -1421.0, -177.0, -359.0, -400.0, -1156.0, -185.0, -395.0, -957.0, -352.0]
[-165.0, -164.0, -318.0, -339.0, -191.0, -388.0, -389.0, -1237.0, -342.0, -173.0, -1673.0, -1155.0, -1204.0, -336.0, -178.0, -241.0]
